# https://github.com/mozillazg/pinyin-data
# 《通用规范汉字表》(2013 年版)里 8105 个汉字的最常用读音
# -> 表示需要验证
# ? 表示有争议，无法确定哪个是最常用的
# <- 表示需要补充拼音信息
# URO (7,832)
U+4E00: yī  # 一
U+5EAD: tíng  # 庭
U+5EB1: chěng  # 庱
U+5EB3: bì  # 庳 -> bēi
U+5EB5: ān  # 庵
U+5EB6: shù  # 庶
U+5EB7: kāng  # 康
U+5EB8: yōng  # 庸
U+5EB9: tuǒ  # 庹
U+5EBC: qǐng  # 庼
U+5EBE: yǔ  # 庾
U+5EC6: guī  # 廆
U+5EC9: lián  # 廉
U+5ECA: láng  # 廊
U+5ECB: sōu  # 廋
U+5ED1: jǐn  # 廑
U+5ED2: áo  # 廒
U+5ED3: kuò  # 廓
U+5ED6: liào  # 廖
U+5ED9: yì  # 廙
U+5EDB: chán  # 廛
U+5EE8: xiè  # 廨
U+5EEA: lǐn  # 廪
U+5EF6: yán  # 延
U+5EF7: tíng  # 廷
U+5EFA: jiàn  # 建
U+5EFF: niàn  # 廿
U+5F00: kāi  # 开
U+5F01: biàn  # 弁
U+5F02: yì  # 异
U+5F03: qì  # 弃
U+5F04: nòng  # 弄
U+5F06: jǔ  # 弆
U+5F07: yǎn  # 弇
U+5F08: yì  # 弈
U+5F0A: bì  # 弊
U+5F0B: yì  # 弋
U+5F0F: shì  # 式
U+5F11: shì  # 弑
U+5F13: gōng  # 弓
U+5F15: yǐn  # 引
U+5F17: fú  # 弗
U+5F18: hóng  # 弘
U+5F1B: chí  # 弛
U+5F1F: dì  # 弟
U+5F20: zhāng  # 张
U+5F22: tāo  # 弢
U+5F25: mí  # 弥
U+5F26: xián  # 弦
U+5F27: hú  # 弧
U+5F28: chāo  # 弨
U+5F29: nǔ  # 弩
U+5F2D: mǐ  # 弭
U+5F2F: wān  # 弯
U+5F31: ruò  # 弱
U+5F36: jiàng  # 弶
U+5F38: péng  # 弸
U+5F39: dàn  # 弹
U+5F3A: qiáng  # 强
U+5F3C: bì  # 弼
U+5F40: gòu  # 彀
U+5F52: guī  # 归
U+5F53: dāng  # 当
U+5F55: lù  # 录
U+5F56: tuàn  # 彖
U+5F57: huì  # 彗
U+5F58: zhì  # 彘
U+5F5D: yí  # 彝
U+5F5F: yuē  # 彟 -> huò
U+5F62: xíng  # 形
U+5F64: tóng  # 彤
U+5F66: yàn  # 彦
U+5F67: yù  # 彧
U+5F69: cǎi  # 彩
U+5F6A: biāo  # 彪
U+5F6C: bīn  # 彬
U+5F6D: péng  # 彭
U+5F70: zhāng  # 彰
U+5F71: yǐng  # 影
U+5F73: chì  # 彳
U+5F77: páng  # 彷
U+5F79: yì  # 役
U+5F7B: chè  # 彻
U+5F7C: bǐ  # 彼
U+5F80: wǎng  # 往
U+5F81: zhēng  # 征
U+5F82: cú  # 徂
U+5F84: jìng  # 径
U+5F85: dài  # 待
U+5F87: xùn  # 徇
U+5F88: hěn  # 很
U+5F89: yáng  # 徉
U+5F8A: huái  # 徊
U+5F8B: lǜ  # 律
U+5F90: xú  # 徐
U+5F92: tú  # 徒
U+5F95: lái  # 徕 -> lài
U+5F97: dé  # 得
U+5F98: pái  # 徘
U+5F99: xǐ  # 徙
U+5F9B: jì  # 徛
U+5F9C: cháng  # 徜
U+5FA1: yù  # 御
U+5FA8: huáng  # 徨
U+5FAA: xún  # 循
U+5FAD: yáo  # 徭
U+5FAE: wēi  # 微
U+5FB5: zhēng  # 徵 -> zhǐ
U+5FB7: dé  # 德
U+5FBC: jiǎo  # 徼
U+5FBD: huī  # 徽
U+5FC3: xīn  # 心
U+5FC5: bì  # 必
U+5FC6: yì  # 忆
U+5FC9: dāo  # 忉
U+5FCC: jì  # 忌
U+5FCD: rěn  # 忍
U+5FCF: chàn  # 忏
U+5FD0: tǎn  # 忐
U+5FD1: tè  # 忑
U+5FD2: tè  # 忒
U+5FD6: cǔn  # 忖
U+5FD7: zhì  # 志
U+5FD8: wàng  # 忘
U+5FD9: máng  # 忙
U+5FDD: tiǎn  # 忝
U+5FDE: mín  # 忞 -> mǐn
U+5FE0: zhōng  # 忠
U+5FE1: chōng  # 忡
U+5FE4: wǔ  # 忤
U+5FE7: yōu  # 忧
U+5FEA: sōng  # 忪
U+5FEB: kuài  # 快
U+5FED: biàn  # 忭
U+5FEE: zhì  # 忮
U+5FF1: chén  # 忱
U+5FF3: tún  # 忳
U+5FF5: niàn  # 念
U+5FF8: niǔ  # 忸
U+5FFA: xiān  # 忺
U+5FFB: xīn  # 忻
U+5FFD: hū  # 忽
U+5FFE: kài  # 忾
U+5FFF: fèn  # 忿
U+6000: huái  # 怀
U+6001: tài  # 态
U+6002: sǒng  # 怂
U+6003: wǔ  # 怃
U+6004: òu  # 怄
U+6005: chàng  # 怅
U+6006: chuàng  # 怆
U+600A: chāo  # 怊
U+600D: zuò  # 怍
U+600E: zěn  # 怎
U+600F: yàng  # 怏
U+6012: nù  # 怒
U+6014: zhēng  # 怔
U+6015: pà  # 怕
U+6016: bù  # 怖
U+6019: hù  # 怙
U+601B: dá  # 怛
U+601C: lián  # 怜
U+601D: sī  # 思
U+6020: dài  # 怠
U+6021: yí  # 怡
U+6025: jí  # 急
U+6026: pēng  # 怦
U+6027: xìng  # 性
U+6028: yuàn  # 怨
U+6029: ní  # 怩
U+602A: guài  # 怪
U+602B: fú  # 怫
U+602F: qiè  # 怯
U+6035: chù  # 怵
U+603B: zǒng  # 总
U+603C: duì  # 怼
U+603F: yì  # 怿
U+6041: nèn  # 恁
U+6042: xún  # 恂
U+6043: shì  # 恃
U+604B: liàn  # 恋
U+604D: huǎng  # 恍
U+6050: kǒng  # 恐
U+6052: héng  # 恒
U+6053: xī  # 恓
U+6054: jiǎo  # 恔 -> xiào
U+6055: shù  # 恕
U+6059: yàng  # 恙
U+605A: huì  # 恚
U+605D: jiá  # 恝
U+6062: huī  # 恢
U+6063: zì  # 恣
U+6064: xù  # 恤
U+6067: nǜ  # 恧
U+6068: hèn  # 恨
U+6069: ēn  # 恩
U+606A: kè  # 恪
U+606B: dòng  # 恫
U+606C: tián  # 恬
U+606D: gōng  # 恭
U+606F: xī  # 息
U+6070: qià  # 恰
U+6073: kěn  # 恳
U+6076: è  # 恶
U+6078: tòng  # 恸
U+6079: yān  # 恹
U+607A: kǎi  # 恺
U+607B: cè  # 恻
U+607C: nǎo  # 恼
U+607D: yùn  # 恽
U+607F: yǒng  # 恿
U+6083: kǔn  # 悃
U+6084: qiāo  # 悄 -> qiǎo
U+6086: yù  # 悆
U+6088: jiè  # 悈
U+6089: xī  # 悉
U+608C: tì  # 悌
U+608D: hàn  # 悍
U+6092: yì  # 悒
U+6094: huǐ  # 悔
U+6096: bèi  # 悖
U+609A: sǒng  # 悚
U+609B: quān  # 悛
U+609D: kuī  # 悝
U+609F: wù  # 悟
U+60A0: yōu  # 悠
U+60A2: liàng  # 悢
U+60A3: huàn  # 患
U+60A6: yuè  # 悦
U+60A8: nín  # 您
U+60AB: què  # 悫
U+60AC: xuán  # 悬
U+60AD: qiān  # 悭
U+60AF: mǐn  # 悯
U+60B0: cóng  # 悰
U+60B1: fěi  # 悱
U+60B2: bēi  # 悲
U+60B4: cuì  # 悴
U+60B8: jì  # 悸
U+60BB: xìng  # 悻
U+60BC: dào  # 悼
U+60C5: qíng  # 情
U+60C6: chóu  # 惆
U+60C7: dūn  # 惇
U+60CA: jīng  # 惊
U+60CB: wǎn  # 惋
U+60CE: jì  # 惎
U+60D1: huò  # 惑
U+60D4: tán  # 惔
U+60D5: tì  # 惕
U+60D8: wǎng  # 惘
U+60D9: chuò  # 惙
U+60DA: hū  # 惚
U+60DB: hūn  # 惛
U+60DC: xī  # 惜
U+60DD: chǎng  # 惝
U+60DF: wéi  # 惟
U+60E0: huì  # 惠
U+60E6: diàn  # 惦
U+60E7: jù  # 惧
U+60E8: cǎn  # 惨
U+60E9: chéng  # 惩
U+60EB: bèi  # 惫
U+60EC: qiè  # 惬
U+60ED: cán  # 惭
U+60EE: dàn  # 惮
U+60EF: guàn  # 惯
U+60F0: duò  # 惰
U+60F3: xiǎng  # 想
U+60F4: zhuì  # 惴
U+60F6: huáng  # 惶
U+60F9: rě  # 惹
U+60FA: xīng  # 惺
U+6100: qiǎo  # 愀
U+6101: chóu  # 愁
U+6103: xuān  # 愃
U+6106: qiān  # 愆
U+6108: yù  # 愈
U+6109: yú  # 愉
U+610D: mǐn  # 愍
U+610E: bì  # 愎
U+610F: yì  # 意
U+6110: miǎn  # 愐
U+6114: yīn  # 愔
U+6115: è  # 愕
U+611A: yú  # 愚
U+611F: gǎn  # 感
U+6120: yùn  # 愠
U+6123: lèng  # 愣
U+6124: fèn  # 愤
U+6126: kuì  # 愦
U+6127: kuì  # 愧
U+612B: sù  # 愫
U+612D: qí  # 愭
U+613F: yuàn  # 愿
U+6146: tāo  # 慆
U+6148: cí  # 慈
U+614A: qiàn  # 慊
U+614C: huāng  # 慌
U+614E: shèn  # 慎
U+6151: shè  # 慑
U+6155: mù  # 慕
U+615D: tè  # 慝
U+6162: màn  # 慢
U+6165: zào  # 慥
U+6167: huì  # 慧
U+6168: kǎi  # 慨
U+616C: qín  # 慬
U+616D: yìn  # 慭
U+6170: wèi  # 慰
U+6175: yōng  # 慵
U+6177: kāng  # 慷
U+618B: biē  # 憋
U+618E: zēng  # 憎
U+6194: qiáo  # 憔
U+6195: chéng  # 憕
U+6199: xī  # 憙 -> xǐ
U+61A7: chōng  # 憧
U+61A8: hān  # 憨
U+61A9: qì  # 憩
U+61AC: jǐng  # 憬
U+61AD: liǎo  # 憭
U+61B7: chù  # 憷
U+61BA: dàn  # 憺
U+61BE: hàn  # 憾
U+61C2: dǒng  # 懂
U+61C8: xiè  # 懈
U+61CA: ào  # 懊
U+61CB: mào  # 懋
U+61D1: mèn  # 懑
U+61D2: lǎn  # 懒
U+61D4: lǐn  # 懔
U+61E6: nuò  # 懦
U+61F5: měng  # 懵
U+61FF: yì  # 懿
U+6206: gàng  # 戆
U+6208: gē  # 戈
U+620A: wù  # 戊
U+620B: jiān  # 戋
U+620C: xū  # 戌
U+620D: shù  # 戍
U+620E: róng  # 戎
U+620F: xì  # 戏
U+6210: chéng  # 成
U+6211: wǒ  # 我
U+6212: jiè  # 戒
U+6215: qiāng  # 戕
U+6216: huò  # 或
U+6217: qiāng  # 戗
U+6218: zhàn  # 战
U+621A: qī  # 戚
U+621B: jiá  # 戛
U+621F: jǐ  # 戟
U+6221: kān  # 戡
U+6222: jí  # 戢
U+6223: kuí  # 戣
U+6224: gài  # 戤
U+6225: děng  # 戥
U+622A: jié  # 截
U+622C: jiǎn  # 戬
U+622D: yǎn  # 戭
U+622E: lù  # 戮
U+6233: chuō  # 戳
U+6234: dài  # 戴
U+6237: hù  # 户
U+623D: hù  # 戽
U+623E: lì  # 戾
U+623F: fáng  # 房
U+6240: suǒ  # 所
U+6241: biǎn  # 扁
U+6242: diàn  # 扂
U+6243: jiōng  # 扃
U+6245: yí  # 扅
U+6246: yǐ  # 扆
U+6247: shàn  # 扇
U+6248: hù  # 扈
U+6249: fēi  # 扉
U+624A: yǎn  # 扊
U+624B: shǒu  # 手
U+624D: cái  # 才
U+624E: zhā  # 扎 -> zā
U+6251: pū  # 扑
U+6252: bā  # 扒
U+6253: dǎ  # 打
U+6254: rēng  # 扔
U+6258: tuō  # 托
U+625B: káng  # 扛
U+625E: gǎn  # 扞 -> hàn
U+6263: kòu  # 扣
U+6266: qiān  # 扦
U+6267: zhí  # 执
U+6269: kuò  # 扩
U+626A: mén  # 扪
U+626B: sǎo  # 扫
U+626C: yáng  # 扬
U+626D: niǔ  # 扭
U+626E: bàn  # 扮
U+626F: chě  # 扯
U+6270: rǎo  # 扰
U+6273: bān  # 扳
U+6276: fú  # 扶
U+6279: pī  # 批
U+627A: zhǐ  # 扺
U+627C: è  # 扼
U+627D: dèn  # 扽
U+627E: zhǎo  # 找
U+627F: chéng  # 承
U+6280: jì  # 技
U+6283: biàn  # 抃
U+6284: chāo  # 抄
U+6289: jué  # 抉
U+628A: bǎ  # 把
U+6291: yì  # 抑
U+6292: shū  # 抒
U+6293: zhuā  # 抓
U+6294: póu  # 抔
U+6295: tóu  # 投
U+6296: dǒu  # 抖
U+6297: kàng  # 抗
U+6298: zhé  # 折 -> zhē
U+629A: fǔ  # 抚
U+629B: pāo  # 抛
U+629F: tuán  # 抟
U+62A0: kōu  # 抠
U+62A1: lūn  # 抡
U+62A2: qiǎng  # 抢 -> qiāng
U+62A4: hù  # 护
U+62A5: bào  # 报
U+62A8: pēng  # 抨
U+62AB: pī  # 披
U+62AC: tái  # 抬
U+62B1: bào  # 抱
U+62B5: dǐ  # 抵
U+62B9: mǒ  # 抹
U+62BB: chēn  # 抻
U+62BC: yā  # 押
U+62BD: chōu  # 抽
U+62BF: mǐn  # 抿
U+62C2: fú  # 拂
U+62C3: zhǎ  # 拃
U+62C4: zhǔ  # 拄
U+62C5: dān  # 担
U+62C6: chāi  # 拆
U+62C7: mǔ  # 拇
U+62C8: niān  # 拈
U+62C9: lā  # 拉
U+62CA: fǔ  # 拊
U+62CC: bàn  # 拌
U+62CD: pāi  # 拍
U+62CE: līn  # 拎
U+62D0: guǎi  # 拐
U+62D2: jù  # 拒
U+62D3: tuò  # 拓
U+62D4: bá  # 拔
U+62D6: tuō  # 拖
U+62D7: ǎo  # 拗
U+62D8: jū  # 拘
U+62D9: zhuō  # 拙
U+62DB: zhāo  # 招
U+62DC: bài  # 拜
U+62DF: nǐ  # 拟
U+62E2: lǒng  # 拢
U+62E3: jiǎn  # 拣
U+62E4: qiá  # 拤 -> qiǎ
U+62E5: yōng  # 拥
U+62E6: lán  # 拦
U+62E7: níng  # 拧
U+62E8: bō  # 拨
U+62E9: zé  # 择
U+62EC: kuò  # 括
U+62ED: shì  # 拭
U+62EE: jié  # 拮
U+62EF: zhěng  # 拯
U+62F1: gǒng  # 拱
U+62F3: quán  # 拳
U+62F4: shuān  # 拴
U+62F6: zā  # 拶
U+62F7: kǎo  # 拷
U+62FC: pīn  # 拼
U+62FD: zhuāi  # 拽 -> zhuài
U+62FE: shí  # 拾
U+62FF: ná  # 拿
U+6301: chí  # 持
U+6302: guà  # 挂
U+6307: zhǐ  # 指
U+6308: qiè  # 挈
U+6309: àn  # 按
U+630E: kuà  # 挎
U+6311: tiāo  # 挑
U+6313: zhā  # 挓
U+6316: wā  # 挖
U+631A: zhì  # 挚
U+631B: luán  # 挛
U+631D: wō  # 挝 -> zhuā
U+631E: tà  # 挞
U+631F: xié  # 挟
U+6320: náo  # 挠
U+6321: dǎng  # 挡
U+6323: zhēng  # 挣 -> zhèng
U+6324: jǐ  # 挤
U+6325: huī  # 挥
U+6326: xián  # 挦
U+6328: āi  # 挨
U+632A: nuó  # 挪
U+632B: cuò  # 挫
U+632F: zhèn  # 振
U+6332: sā  # 挲 -> suō
U+6339: yì  # 挹
U+633A: tǐng  # 挺
U+633D: wǎn  # 挽
U+6342: wǔ  # 捂
U+6343: jùn  # 捃
U+6345: tǒng  # 捅
U+6346: kǔn  # 捆
U+6349: zhuō  # 捉
U+634B: lǚ  # 捋 -> luō
U+634C: bā  # 捌
U+634D: hàn  # 捍
U+634E: shāo  # 捎
U+634F: niē  # 捏
U+6350: juān  # 捐
U+6355: bǔ  # 捕
U+635E: lāo  # 捞
U+635F: sǔn  # 损
U+6361: jiǎn  # 捡
U+6362: huàn  # 换
U+6363: dǎo  # 捣
U+6367: pěng  # 捧
U+6369: liè  # 捩
U+636D: bǎi  # 捭
U+636E: jù  # 据
U+636F: dáo  # 捯
U+6376: chuí  # 捶
U+6377: jié  # 捷
U+637A: nà  # 捺
U+637B: niǎn  # 捻
U+637D: zuó  # 捽
U+6380: xiān  # 掀
U+6382: diān  # 掂
U+6387: duō  # 掇
U+6388: shòu  # 授
U+6389: diào  # 掉
U+638A: póu  # 掊 -> pǒu
U+638C: zhǎng  # 掌
U+638E: jǐ  # 掎
U+638F: tāo  # 掏
U+6390: qiā  # 掐
U+6392: pái  # 排
U+6396: yē  # 掖 -> yè
U+6398: jué  # 掘
U+639E: shàn  # 掞
U+63A0: lüè  # 掠
U+63A2: tàn  # 探
U+63A3: chè  # 掣
U+63A5: jiē  # 接
U+63A7: kòng  # 控
U+63A8: tuī  # 推
U+63A9: yǎn  # 掩
U+63AA: cuò  # 措
U+63AC: jū  # 掬
U+63AD: tiàn  # 掭
U+63AE: qián  # 掮
U+63B0: bāi  # 掰
U+63B3: lǔ  # 掳
U+63B4: guāi  # 掴 -> guó
U+63B7: zhì  # 掷
U+63B8: dǎn  # 掸
U+63BA: càn  # 掺 -> chān
U+63BC: guàn  # 掼
U+63BE: yuàn  # 掾
U+63C4: yú  # 揄
U+63C6: kuí  # 揆
U+63C9: róu  # 揉
U+63CD: zòu  # 揍
U+63CF: miáo  # 描
U+63D0: tí  # 提
U+63D2: chā  # 插
U+63D5: zhèn  # 揕
U+63D6: yī  # 揖
U+63E0: yà  # 揠
U+63E1: wò  # 握
U+63E3: chuāi  # 揣 -> chuǎi
U+63E9: kāi  # 揩
U+63EA: jiū  # 揪
U+63ED: jiē  # 揭
U+63F3: xiē  # 揳
U+63F4: yuán  # 援
U+63F6: yé  # 揶
U+63F8: zhā  # 揸
U+63FD: lǎn  # 揽
U+63FF: qìn  # 揿
U+6400: chān  # 搀
U+6401: gē  # 搁
U+6402: lǒu  # 搂
U+6405: jiǎo  # 搅
U+640B: chuāi  # 搋
U+640C: zhǎn  # 搌
U+640F: bó  # 搏
U+6410: chù  # 搐
U+6412: bàng  # 搒
U+6413: cuō  # 搓
U+6414: sāo  # 搔
U+641B: jiān  # 搛
U+641C: sōu  # 搜
U+641E: gǎo  # 搞
U+6420: shuò  # 搠
U+6421: sǎng  # 搡
U+6426: nuò  # 搦
U+642A: táng  # 搪
U+642C: bān  # 搬
U+642D: dā  # 搭
U+6434: qiān  # 搴
U+643A: xié  # 携
U+643D: chá  # 搽
U+6441: èn  # 摁
U+6444: shè  # 摄
U+6445: shū  # 摅
U+6446: bǎi  # 摆
U+6447: yáo  # 摇
U+6448: bìn  # 摈
U+644A: tān  # 摊
U+644F: chōng  # 摏
U+6452: bǐng  # 摒 -> bìng
U+6454: shuāi  # 摔
U+6458: zhāi  # 摘
U+645B: chī  # 摛
U+645E: luò  # 摞
U+6467: cuī  # 摧
U+6469: mó  # 摩
U+646D: zhí  # 摭
U+6474: chū  # 摴
U+6478: mō  # 摸
U+6479: mó  # 摹
U+647D: biāo  # 摽 -> biào
U+6482: liào  # 撂
U+6484: yīng  # 撄
U+6485: juē  # 撅
U+6487: piē  # 撇
U+6491: chēng  # 撑
U+6492: sā  # 撒
U+6495: sī  # 撕
U+6496: hàn  # 撖
U+6499: zǔn  # 撙
U+649E: zhuàng  # 撞
U+64A4: chè  # 撤
U+64A9: liāo  # 撩
U+64AC: qiào  # 撬
U+64AD: bō  # 播
U+64AE: cuō  # 撮
U+64B0: zhuàn  # 撰
U+64B5: niǎn  # 撵
U+64B7: xié  # 撷
U+64B8: lū  # 撸
U+64BA: cuān  # 撺
U+64BC: hàn  # 撼
U+64C0: gǎn  # 擀
U+64C2: léi  # 擂
U+64C5: shàn  # 擅
U+64CD: cāo  # 操
U+64CE: qíng  # 擎
U+64D0: huàn  # 擐
U+64D2: qín  # 擒
U+64D8: bāi  # 擘 -> bò
U+64DE: sǒu  # 擞 -> sòu
U+64E2: zhuó  # 擢
U+64E4: xǐng  # 擤
U+64E6: cā  # 擦
U+64FF: tī  # 擿
U+6500: pān  # 攀
U+6509: huō  # 攉
U+6512: zǎn  # 攒
U+6518: rǎng  # 攘
U+6525: zuàn  # 攥
U+652B: jué  # 攫
U+652E: nǎng  # 攮
U+652F: zhī  # 支
U+6536: shōu  # 收
U+6538: yōu  # 攸
U+6539: gǎi  # 改
U+653B: gōng  # 攻
U+653D: bān  # 攽
U+653E: fàng  # 放
U+653F: zhèng  # 政
U+6545: gù  # 故
U+6548: xiào  # 效
U+6549: mǐ  # 敉
U+654C: dí  # 敌
U+654F: mǐn  # 敏
U+6551: jiù  # 救
U+6554: yǔ  # 敔
U+6555: chì  # 敕
U+6556: áo  # 敖
U+6559: jiào  # 教
U+655B: liǎn  # 敛
U+655D: bì  # 敝
U+655E: chǎng  # 敞
U+6562: gǎn  # 敢
U+6563: sàn  # 散
U+6566: dūn  # 敦
U+6569: xiào  # 敩
U+656B: jiǎo  # 敫
U+656C: jìng  # 敬
U+6570: shù  # 数
U+6572: qiāo  # 敲
U+6574: zhěng  # 整
U+6577: fū  # 敷
U+6587: wén  # 文
U+658B: zhāi  # 斋
U+658C: bīn  # 斌
U+6590: fěi  # 斐
U+6591: bān  # 斑
U+6593: lán  # 斓
U+6597: dòu  # 斗 -> dǒu
U+6599: liào  # 料
U+659B: hú  # 斛
U+659C: xié  # 斜
U+659D: jiǎ  # 斝
U+659F: zhēn  # 斟
U+65A0: jiào  # 斠
U+65A1: wò  # 斡
U+65A4: jīn  # 斤
U+65A5: chì  # 斥
U+65A7: fǔ  # 斧
U+65A9: zhǎn  # 斩
U+65AB: zhuó  # 斫
U+65AD: duàn  # 断
U+65AF: sī  # 斯
U+65B0: xīn  # 新
U+65B6: chù  # 斶
U+65B9: fāng  # 方
U+65BC: yú  # 於
U+65BD: shī  # 施
U+65C1: páng  # 旁
U+65C3: zhān  # 旃
U+65C4: máo  # 旄
U+65C5: lǚ  # 旅
U+65C6: pèi  # 旆
U+65CB: xuán  # 旋
U+65CC: jīng  # 旌
U+65CE: nǐ  # 旎
U+65CF: zú  # 族
U+65D0: zhào  # 旐
U+65D2: liú  # 旒
U+65D6: yǐ  # 旖
U+65D7: qí  # 旗
U+65DE: suì  # 旞
U+65E0: wú  # 无
U+65E2: jì  # 既
U+65E5: rì  # 日
U+65E6: dàn  # 旦
U+65E7: jiù  # 旧
U+65E8: zhǐ  # 旨
U+65E9: zǎo  # 早
U+65EC: xún  # 旬
U+65ED: xù  # 旭
U+65EE: gā  # 旮
U+65EF: lá  # 旯
U+65F0: gàn  # 旰
U+65F1: hàn  # 旱
U+65F4: xū  # 旴 -> xù
U+65F5: chǎn  # 旵
U+65F6: shí  # 时
U+65F7: kuàng  # 旷
U+65F8: yáng  # 旸
U+65FA: wàng  # 旺
U+65FB: mín  # 旻
U+65FF: wǔ  # 旿 -> wù
U+6600: yún  # 昀
U+6602: áng  # 昂
U+6603: zè  # 昃
U+6604: bǎn  # 昄
U+6606: kūn  # 昆
U+6607: shēng  # 昇
U+6608: hù  # 昈
U+6609: fǎng  # 昉
U+660A: hào  # 昊
U+660C: chāng  # 昌
U+660E: míng  # 明
U+660F: hūn  # 昏
U+6612: hū  # 昒
U+6613: yì  # 易
U+6614: xī  # 昔
U+6615: xīn  # 昕
U+6619: tán  # 昙
U+661D: zǎn  # 昝
U+661F: xīng  # 星
U+6620: yìng  # 映
U+6621: xuàn  # 昡
U+6623: zhěn  # 昣
U+6624: líng  # 昤
U+6625: chūn  # 春
U+6627: mèi  # 昧
U+6628: zuó  # 昨
U+662A: biàn  # 昪
U+662B: xù  # 昫
U+662D: zhāo  # 昭
U+662F: shì  # 是
U+6631: yù  # 昱
U+6633: dié  # 昳
U+6634: mǎo  # 昴
U+6635: nì  # 昵
U+6636: chǎng  # 昶
U+663A: bǐng  # 昺
U+663C: zhòu  # 昼
U+663D: lóng  # 昽
U+663E: xiǎn  # 显
U+6641: cháo  # 晁
U+6643: huǎng  # 晃
U+6645: xuǎn  # 晅 -> xuān
U+664A: zhì  # 晊
U+664B: jìn  # 晋
U+664C: shǎng  # 晌
U+664F: yàn  # 晏
U+6650: gāi  # 晐
U+6652: shài  # 晒
U+6653: xiǎo  # 晓
U+6654: yè  # 晔
U+6655: yūn  # 晕 -> yùn
U+6656: huī  # 晖
U+6657: hán  # 晗
U+6659: jùn  # 晙
U+665A: wǎn  # 晚
U+665E: xī  # 晞
U+665F: chéng  # 晟 -> shèng
U+6661: bū  # 晡
U+6662: zhé  # 晢
U+6664: wù  # 晤
U+6666: huì  # 晦
U+6668: chén  # 晨
U+666A: tiǎn  # 晪
U+666B: zhuó  # 晫
U+666E: pǔ  # 普
U+666F: jǐng  # 景
U+6670: xī  # 晰
U+6671: shǎn  # 晱
U+6674: qíng  # 晴
U+6676: jīng  # 晶
U+6677: guǐ  # 晷
U+667A: zhì  # 智
U+667E: liàng  # 晾
U+6682: zàn  # 暂
U+6684: xuān  # 暄
U+6685: gèng  # 暅 -> xuǎn
U+6687: xiá  # 暇
U+668C: kuí  # 暌
U+6691: shǔ  # 暑
U+6695: jiǎn  # 暕
U+6696: nuǎn  # 暖
U+6697: àn  # 暗
U+669D: míng  # 暝
U+66A7: ài  # 暧
U+66A8: jì  # 暨
U+66AE: mù  # 暮
U+66B2: zhāng  # 暲
U+66B4: bào  # 暴
U+66B5: hàn  # 暵
U+66B6: xuán  # 暶
U+66B9: xiān  # 暹
U+66BE: tūn  # 暾
U+66BF: xǐ  # 暿 -> xī
U+66C8: tóng  # 曈
U+66CC: zhào  # 曌
U+66D9: shǔ  # 曙
U+66DB: xūn  # 曛
U+66DC: yào  # 曜
U+66DD: pù  # 曝
U+66E6: xī  # 曦
U+66E9: nǎng  # 曩
U+66F0: yuē  # 曰
U+66F2: qū  # 曲
U+66F3: yè  # 曳
U+66F4: gèng  # 更 -> gēng
U+66F7: hé  # 曷
U+66F9: cáo  # 曹
U+66FC: màn  # 曼
U+66FE: céng  # 曾 -> zēng
U+66FF: tì  # 替
U+6700: zuì  # 最
U+6708: yuè  # 月
U+6709: yǒu  # 有
U+670B: péng  # 朋
U+670D: fú  # 服
U+670F: fěi  # 朏
U+6710: qú  # 朐
U+6713: tiǎo  # 朓
U+6714: shuò  # 朔
U+6715: zhèn  # 朕
U+6717: lǎng  # 朗
U+671B: wàng  # 望
U+671D: cháo  # 朝 -> zhāo
U+671F: qī  # 期
U+6726: méng  # 朦
U+6728: mù  # 木
U+672A: wèi  # 未
U+672B: mò  # 末
U+672C: běn  # 本
U+672D: zhá  # 札
U+672F: shù  # 术
U+6731: zhū  # 朱
U+6733: bā  # 朳
U+6734: pǔ  # 朴
U+6735: duǒ  # 朵
U+6738: lì  # 朸
U+673A: jī  # 机
U+673D: xiǔ  # 朽
U+6740: shā  # 杀
U+6742: zá  # 杂
U+6743: quán  # 权
U+6744: qiān  # 杄
U+6746: gān  # 杆
U+6748: chā  # 杈
U+6749: shān  # 杉
U+674C: wù  # 杌
U+674E: lǐ  # 李
U+674F: xìng  # 杏
U+6750: cái  # 材
U+6751: cūn  # 村
U+6753: biāo  # 杓 -> sháo
U+6755: dì  # 杕
U+6756: zhàng  # 杖
U+6759: yì  # 杙
U+675C: dù  # 杜
U+675E: qǐ  # 杞
U+675F: shù  # 束
U+6760: gāng  # 杠 -> gàng
U+6761: tiáo  # 条
U+6765: lái  # 来
U+6767: máng  # 杧
U+6768: yáng  # 杨
U+6769: mà  # 杩
U+676A: miǎo  # 杪
U+676D: háng  # 杭
U+676F: bēi  # 杯
U+6770: jié  # 杰
U+6772: gǎo  # 杲
U+6773: yǎo  # 杳
U+6775: chǔ  # 杵
U+6777: pá  # 杷
U+677B: chǒu  # 杻 -> niǔ
U+677C: zhù  # 杼
U+677E: sōng  # 松
U+677F: bǎn  # 板
U+6781: jí  # 极
U+6784: gòu  # 构
U+6785: jī  # 枅
U+6787: pí  # 枇
U+6789: wǎng  # 枉
U+678B: fāng  # 枋
U+678D: yì  # 枍
U+6790: xī  # 析
U+6795: zhěn  # 枕
U+6797: lín  # 林
U+6798: ruì  # 枘
U+679A: méi  # 枚
U+679C: guǒ  # 果
U+679D: zhī  # 枝
U+679E: cōng  # 枞
U+67A2: shū  # 枢
